device_info_serial,date_time,latitude,longitude
2159,15/04/2016 9:03,-33.8629222,121.8547868
2159,15/04/2016 9:19,-33.8624191,121.8593111
2159,15/04/2016 9:34,-33.8605879,121.867836
2159,15/04/2016 9:48,-33.86148,121.8703463
2159,15/04/2016 10:04,-33.861598,121.8806173
2159,15/04/2016 10:19,-33.861188,121.8804804
2159,15/04/2016 10:49,-33.8612885,121.8805167
2159,15/04/2016 11:20,-33.8611193,121.8805349
2159,15/04/2016 11:50,-33.861127,121.8804274
2159,15/04/2016 12:20,-33.8609426,121.8807387
2159,15/04/2016 12:51,-33.8612206,121.8804637
2159,15/04/2016 13:21,-33.8612268,121.8804255
2159,15/04/2016 13:51,-33.8611404,121.8804541
2159,15/04/2016 14:21,-33.861097,121.8804624
2159,15/04/2016 14:51,-33.8612379,121.880402
2159,15/04/2016 15:22,-33.8612542,121.8802486
2159,15/04/2016 15:52,-33.8611887,121.8804689
2159,15/04/2016 16:22,-33.8611452,121.8806415
2159,15/04/2016 16:52,-33.8611996,121.880452
2159,15/04/2016 17:23,-33.8611774,121.8804527
2159,15/04/2016 17:55,-33.8611641,121.8804515
2159,15/04/2016 18:27,-33.8611905,121.8804709
2159,15/04/2016 18:57,-33.8611669,121.8805195
2159,15/04/2016 19:27,-33.861232,121.8803986
2159,15/04/2016 19:58,-33.8611932,121.8804519
2159,15/04/2016 20:28,-33.8610308,121.8804513
2159,15/04/2016 20:58,-33.8611875,121.8804592
2159,15/04/2016 21:28,-33.8612231,121.8805356
2159,15/04/2016 21:44,-33.8613299,121.8803289
2159,15/04/2016 21:59,-33.8612298,121.8804792
2159,15/04/2016 22:13,-33.8574585,121.867674
2159,15/04/2016 22:28,-33.8584456,121.8598856
2159,15/04/2016 22:43,-33.8627509,121.8545947
2159,15/04/2016 22:58,-33.8632838,121.8438977
2159,15/04/2016 23:13,-33.8643456,121.8407934
2159,15/04/2016 23:28,-33.8591908,121.8286591
2159,15/04/2016 23:44,-33.8557675,121.8318565
2159,15/04/2016 23:59,-33.8563434,121.8445893
2159,16/04/2016 0:15,-33.8532509,121.8477783
2159,16/04/2016 0:30,-33.8395529,121.8608257
2159,16/04/2016 0:45,-33.8398371,121.8609501
2159,16/04/2016 1:00,-33.8367246,121.8660964
2159,16/04/2016 1:15,-33.8359455,121.869528
2159,16/04/2016 1:30,-33.833167,121.8725696
2159,16/04/2016 1:46,-33.8332723,121.8764526
2159,16/04/2016 2:01,-33.8400402,121.8784571
2159,16/04/2016 2:16,-33.8400207,121.8784368
2159,16/04/2016 2:31,-33.8396056,121.8796295
2159,16/04/2016 2:46,-33.8399104,121.878441
2159,16/04/2016 3:01,-33.8400074,121.8783001
2159,16/04/2016 3:16,-33.8401164,121.8761268
2159,16/04/2016 3:31,-33.8384527,121.8692245
2159,16/04/2016 3:46,-33.8369271,121.8698847
2159,16/04/2016 4:02,-33.8387007,121.8559259
2159,16/04/2016 4:17,-33.8386189,121.8560527
2159,16/04/2016 4:33,-33.8386736,121.8559675
2159,16/04/2016 4:48,-33.8387236,121.8559466
2159,16/04/2016 5:02,-33.838618,121.8556549
2159,16/04/2016 5:17,-33.8389161,121.8558631
2159,16/04/2016 5:33,-33.8391064,121.855218
2159,16/04/2016 5:48,-33.8396657,121.8539584
2159,16/04/2016 6:03,-33.8398556,121.8539571
2159,16/04/2016 6:18,-33.840277,121.8601031
2159,16/04/2016 6:33,-33.8401579,121.8601238
2159,16/04/2016 6:48,-33.8401988,121.8601853
2159,16/04/2016 7:03,-33.8401524,121.8602399
2159,16/04/2016 7:18,-33.8404707,121.8606239
2159,16/04/2016 7:34,-33.840341,121.8608193
2159,16/04/2016 7:49,-33.8407332,121.8549841
2159,16/04/2016 8:03,-33.8406447,121.8551495
2159,16/04/2016 8:18,-33.8408634,121.8590242
2159,16/04/2016 8:33,-33.8400132,121.8596393
2159,16/04/2016 8:49,-33.8407801,121.8583188
2159,16/04/2016 9:05,-33.8415153,121.8560045
2159,16/04/2016 9:19,-33.8502366,121.8610278
2159,16/04/2016 9:35,-33.8578447,121.8662375
2159,16/04/2016 9:50,-33.8575347,121.8666778
2159,16/04/2016 10:05,-33.8575618,121.8666162
2159,16/04/2016 10:20,-33.8575839,121.8666029
